weather,condition,Overcast,,,,,,,,,,,,,
weather,temp_c,27,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
# --- MATCHDAY --- personal,field,value,,,,,,,,,,,,,
personal,ticket_price,480,,,,,,,,,,,,,
personal,ticket_currency,CNY,,,,,,,,,,,,,
personal,ticket_price_usd,76,,,,,,,,,,,,,
personal,section,Section 217,,,,,,,,,,,,,
personal,row,3,,,,,,,,,,,,,
personal,seat,28,,,,,,,,,,,,,
personal,seating,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
# --- PHOTOS --- photo,file,caption,,,,,,,,,,,,,
photo,M006_1.jpg,,,,,,,,,,,,,,
photo,,,,,,,,,,,,,,,
